Temp (F),RH (%),Dewpt (F),Wind Spd (mph),Wind Direction (deg),Peak Wind Gust(mph),Low Cloud Ht (ft),Med Cloud Ht (ft),High Cloud Ht (ft),Visibility (mi),Atm Press (hPa),Sea Lev Press (hPa),Altimeter (hPa),Precip (in),Wind Chill (F),Heat Index (F),Lake_Visible,LES_Cloud_Exist
19,44,1,11,50,m,15000,22000,m,10,1008.2,1032.7,1031.5,0,7,NC,Y,N
21,42,2,8,80,m,15000,22000,m,10,1007.8,1032.5,1031.2,0,11,NC,Y,N
22,41,2,10,60,m,M,m,m,10,1007.5,1032.1,1030.8,0,11,NC,Y,N
23,35,0,10,70,m,22000,m,m,10,1007.8,1032.2,1031.2,0,13,NC,Y,N
23,39,2,8,80,m,23000,m,m,10,1008.2,1032.7,1031.5,0,14,NC,Y,N
22,34,-2,14,80,m,24000,m,m,10,1008.2,1032.7,1031.5,0,9,NC,Y,N
20,43,1,10,70,m,23000,m,m,10,1008.5,1033.2,1031.8,0,9,NC,N,N
19,44,1,11,80,m,23000,m,m,10,1009.2,1033.8,1032.5,0,7,NC,N,N
17,48,1,10,80,m,21000,m,m,10,1009.5,1034.3,1032.8,0,5,NC,N,N
14,55,1,8,80,m,23000,m,m,10,1009.5,1034.1,1032.8,0,3,NC,N,N
14,58,2,9,90,m,21000,m,m,10,1009.5,1034.2,1032.8,0,2,NC,N,N
14,61,3,10,90,m,21000,m,m,10,1009.5,1034.2,1032.8,0,1,NC,N,N
13,66,4,10,90,m,M,m,m,10,1009.2,1033.9,1032.5,0,0,NC,N,N
12,72,5,8,100,m,M,m,m,10,1009.2,1033.9,1032.5,0,0,NC,N,N
11,72,4,8,90,m,M,m,m,10,1009.5,1034.1,1032.8,0,-1,NC,N,N
9,76,3,7,90,m,M,m,m,10,1009.5,1034.2,1032.8,0,-2,NC,N,N
7,79,2,5,60,m,M,m,m,10,1009.2,1034,1032.5,0,-2,NC,N,N
6,79,1,5,80,m,M,m,m,10,1008.8,1033.4,1032.2,0,-3,NC,N,N
4,79,-1,7,70,m,M,m,m,10,1008.2,1032.8,1031.5,0,-8,NC,N,N
4,79,-1,7,70,m,M,m,m,10,1007.8,1032.4,1031.2,0,-8,NC,Y,N
3,86,0,7,70,m,M,m,m,10,1007.5,1032.2,1030.8,0,-9,NC,Y,N
10,75,4,9,90,m,M,m,m,10,1006.8,1031.5,1030.1,0,-3,NC,Y,N
15,60,4,16,100,m,M,m,m,10,1005.8,1030.3,1029.1,0,-1,NC,Y,N
19,51,4,11,90,m,M,m,m,10,1005.2,1029.7,1028.4,0,7,NC,Y,Y
22,47,5,13,110,m,M,m,m,10,1004.5,1029.1,1027.8,0,10,NC,Y,Y
24,43,5,11,110,m,22000,m,m,10,1003.9,1028.4,1027.1,0,13,NC,Y,Y
26,42,6,10,110,m,22000,m,m,10,1002.9,1027.1,1026.1,0,16,NC,Y,Y
27,42,7,8,110,m,22000,m,m,10,1001.9,1026.1,1025.1,0,19,NC,Y,Y
28,38,6,9,110,m,23000,m,m,10,1000.5,1025,1023.7,0,19,NC,Y,N
28,44,9,5,120,m,23000,m,m,10,1000.2,1024.4,1023.4,0,22,NC,Y,N
28,42,8,10,110,m,22000,m,m,10,999.2,1023.6,1022.4,0,19,NC,N,N
25,48,8,10,110,m,25000,m,m,10,998.2,1022.7,1021.3,0,15,NC,N,N
21,56,8,7,100,m,M,m,m,10,998.5,1022.9,1021.7,0,12,NC,N,N
20,59,8,5,110,m,M,m,m,10,998.2,1022.5,1021.3,0,13,NC,N,N
20,59,8,6,110,m,M,m,m,10,997.5,1021.9,1020.7,0,12,NC,N,N
17,64,7,6,110,m,M,m,m,10,997.2,1021.4,1020.3,0,8,NC,N,N
15,66,6,M,M,m,M,m,m,10,996.5,1020.8,1019.6,0,M,NC,N,N
20,61,9,M,M,m,M,m,m,10,995.9,1020,1019,m,M,NC,N,N
19,64,9,M,M,m,M,m,m,10,995.5,1019.6,1018.6,m,M,NC,N,N
15,69,7,M,M,m,M,m,m,10,994.9,1019.1,1017.9,m,M,NC,N,N
14,76,8,M,M,m,M,m,m,9,994.2,1018.1,1017.3,m,M,NC,N,N
14,76,8,M,M,m,M,m,m,8,993.9,1018.1,1016.9,m,M,NC,N,N
10,83,6,5,130,m,M,m,m,6,993.5,1017.7,1016.6,m,1,NC,N,N
10,75,4,5,130,m,M,m,m,7,993.5,1017.7,1016.6,m,1,NC,Y,N
11,80,6,3,120,m,20000,m,m,4,993.2,1017.6,1016.3,m,NC,NC,Y,N
18,73,11,5,120,m,20000,m,m,6,993.2,1017.3,1016.3,m,11,NC,Y,N
27,68,18,7,170,m,20000,m,m,7,992.5,1016.7,1015.6,m,19,NC,Y,N
33,63,22,11,170,m,20000,m,m,8,992.2,1016.2,1015.2,m,24,NC,Y,N
37,53,22,14,180,m,20000,m,m,10,991.6,M,1014.6,m,28,NC,Y,N
38,54,23,16,200,22,20000,m,m,10,991.2,M,1014.2,0,29,NC,Y,N
39,52,23,15,180,m,20000,m,m,10,990.2,M,1013.2,0,31,NC,Y,N
38,54,23,11,190,m,20000,m,m,10,989.6,M,1012.5,0,31,NC,Y,N
40,46,21,14,190,m,21000,m,m,10,989.2,M,1012.2,0,32,NC,Y,N
40,44,20,13,200,m,11000,21000,m,10,988.9,M,1011.9,0,32,NC,Y,N
40,46,21,16,180,m,10000,m,m,10,988.2,M,1011.2,0,32,NC,N,N
40,50,23,20,210,m,12000,m,m,10,988.6,M,1011.5,0,30,NC,N,N
38,61,26,15,230,m,4900,m,m,10,989.6,M,1012.5,0,29,NC,N,N
37,69,28,10,250,m,3500,m,m,7,989.6,M,1012.5,0,30,NC,N,N
37,69,28,9,290,m,3300,m,m,7,990.6,M,1013.5,0,30,NC,N,N
36,72,28,10,330,m,3400,m,m,5,990.9,M,1013.9,0,29,NC,N,N
35,72,27,9,330,m,3300,m,m,5,991.2,1015,1014.2,0,28,NC,N,N
33,75,26,10,360,m,3300,5500,m,5,991.2,1014.9,1014.2,0,25,NC,N,N
34,69,25,11,350,m,1900,3700,5000,7,992.5,M,1015.6,m,26,NC,N,N
32,72,24,13,350,m,2200,m,m,8,993.2,1017,1016.3,0,22,NC,N,N
32,72,24,10,360,m,1900,m,m,9,993.2,1017,1016.3,0,24,NC,N,N
32,72,24,8,360,m,1700,m,m,10,993.9,1017.6,1016.9,0,25,NC,N,N
30,78,24,9,360,m,1200,m,m,9,994.9,1018.4,1017.9,0,22,NC,N,N
30,78,24,10,350,m,1700,m,m,10,995.9,1019.5,1019,0,21,NC,Y,N
30,74,23,8,360,m,1900,m,m,10,996.2,1019.9,1019.3,0,22,NC,Y,N
31,58,18,15,360,22,2700,20000,m,10,997.2,1021,1020.3,0,20,NC,Y,N
29,60,17,11,360,m,2700,20000,m,10,997.9,1021.6,1021,0,19,NC,Y,N
30,58,17,9,10,m,2800,m,m,10,998.2,1022,1021.3,0,22,NC,Y,N
32,55,18,8,50,m,3100,m,m,10,998.2,1022,1021.3,0,25,NC,Y,N
31,63,20,11,330,m,3100,m,m,10,998.2,1022.1,1021.3,0,22,NC,Y,N
31,63,20,10,350,m,2700,m,m,10,997.9,1021.7,1021,0,22,NC,Y,N
30,63,19,11,300,m,2600,3700,m,10,997.9,1021.6,1021,0,21,NC,Y,N
29,63,18,13,300,m,2800,m,m,10,998.2,1022,1021.3,0,19,NC,Y,N
28,62,17,11,290,m,2900,m,m,10,998.2,1022,1021.3,0,18,NC,Y,N
26,65,16,9,300,m,2900,m,m,10,998.5,1022.4,1021.7,0,17,NC,N,N
23,74,16,7,300,m,2900,m,m,10,998.9,1022.9,1022,0,15,NC,N,N
22,74,15,7,310,m,3200,m,m,10,999.5,1023.5,1022.7,0,13,NC,N,N
20,77,14,7,310,m,3200,m,m,10,999.9,1024,1023,0,11,NC,N,N
19,76,13,3,310,m,3200,m,m,10,1000.5,1024.6,1023.7,0,NC,NC,N,N
16,80,11,0,0,m,M,m,m,10,1000.5,1024.6,1023.7,0,NC,NC,N,N
15,80,10,0,0,m,M,m,m,10,1000.2,1024.3,1023.4,0,NC,NC,N,N
14,83,10,0,0,m,M,m,m,10,999.5,1023.8,1022.7,0,NC,NC,N,N
12,79,7,0,0,m,M,m,m,10,999.9,1024.1,1023,0,NC,NC,N,N
11,76,5,0,0,m,M,m,m,10,999.5,1023.7,1022.7,0,NC,NC,N,N
12,79,7,5,120,m,1000,m,m,10,998.9,1023.1,1022,0,4,NC,N,N
14,79,9,0,0,m,M,m,m,10,998.9,1023,1022,0,NC,NC,N,N
12,83,8,3,190,m,M,m,m,10,998.9,1023,1022,0,NC,NC,N,N
16,84,12,6,220,m,16000,m,m,7,998.5,1022.8,1021.7,0,7,NC,Y,N
22,84,18,8,230,m,9000,20000,m,6,998.9,1023,1022,0,13,NC,Y,N
28,74,21,8,250,m,23000,m,m,10,998.2,1022.4,1021.3,0,20,NC,Y,N
29,68,20,11,210,m,23000,m,m,10,997.5,1021.5,1020.7,0,19,NC,Y,N
30,65,20,16,220,m,18000,m,m,10,997.2,1021.3,1020.3,0,19,NC,Y,N
31,66,21,20,220,m,19000,m,m,10,996.5,1020.7,1019.6,0,19,NC,Y,N
31,63,20,18,210,26,18000,m,m,10,995.2,1019.3,1018.3,0,19,NC,Y,N
32,65,22,21,210,29,18000,m,m,10,993.9,1018.1,1016.9,0,20,NC,Y,N
32,69,23,21,200,29,17000,22000,m,9,992.2,1016.4,1015.2,0,20,NC,Y,N
32,69,23,18,200,30,17000,22000,m,8,991.2,1015.1,1014.2,0,21,NC,Y,N
33,66,23,22,190,33,17000,23000,m,10,989.6,1013.3,1012.5,0,21,NC,Y,N
33,69,24,22,200,31,17000,25000,m,10,988.6,1012.4,1011.5,0,21,NC,N,N
34,72,26,25,190,37,14000,25000,m,10,986.6,1010.5,1009.5,0,21,NC,N,N
34,78,28,24,200,32,12000,14000,24000,8,987.2,1010.9,1010.2,0,22,NC,N,N
35,78,29,20,220,m,12000,15000,m,8,987.6,1011.1,1010.5,0,24,NC,N,N
36,80,30,18,210,m,11000,14000,m,8,986.6,1010,1009.5,0,26,NC,N,N
36,78,30,16,210,m,11000,m,m,7,985.6,1009.2,1008.5,0,26,NC,N,N
36,78,30,14,200,m,12000,m,m,7,984.9,1008.4,1007.8,0,27,NC,N,N
37,75,30,11,210,m,M,m,m,7,984.2,1007.6,1007.1,0,29,NC,N,N
36,78,30,10,200,m,M,m,m,6,983.6,1007.1,1006.4,0,29,NC,N,N
35,81,30,9,210,m,M,m,m,5,982.9,1006.3,1005.8,0,28,NC,N,N
36,78,30,10,220,m,M,m,m,6,982.2,1005.7,1005.1,0,29,NC,N,N
36,78,30,9,210,m,20000,m,m,6,981.9,1005.3,1004.7,0,29,NC,N,N
35,81,30,9,230,m,10000,m,m,7,981.6,1004.9,1004.4,0,28,NC,N,N
34,81,29,9,200,m,10000,23000,m,7,981.2,1004.8,1004.1,0,27,NC,Y,N
36,81,31,11,210,m,10000,m,m,6,981.6,1004.9,1004.4,0,28,NC,Y,N
37,78,31,14,210,m,9500,20000,m,8,981.6,1004.9,1004.4,0,28,NC,Y,N
39,72,31,14,210,m,22000,m,m,9,981.2,1004.5,1004.1,0,31,NC,Y,N
40,69,31,15,210,m,22000,m,m,10,980.9,1004,1003.7,0,32,NC,Y,N
40,69,31,14,210,24,22000,m,m,10,980.6,1004,1003.4,0,32,NC,Y,N
41,67,31,16,210,m,22000,m,m,10,979.9,1003.2,1002.7,0,33,NC,Y,N
40,69,31,15,220,m,22000,m,m,10,979.3,1002.5,1002,0,32,NC,Y,N
42,64,31,15,210,m,21000,m,m,10,978.6,1001.9,1001.4,0,34,NC,Y,N
41,67,31,15,220,m,21000,m,m,10,978.6,1001.9,1001.4,0,33,NC,Y,N
41,67,31,14,220,m,21000,m,m,10,978.9,1002.3,1001.7,0,33,NC,Y,N
39,72,31,11,230,m,21000,m,m,10,979.3,1002.5,1002,0,32,NC,N,N
40,69,31,10,240,m,18000,m,m,10,979.9,1003.1,1002.7,0,34,NC,N,N
42,67,32,15,250,m,16000,m,m,10,979.9,1003.3,1002.7,0,34,NC,N,N
42,67,32,13,250,m,16000,m,m,10,980.3,1003.6,1003,0,35,NC,N,N
42,67,32,7,270,m,M,m,m,10,979.9,1003.2,1002.7,0,38,NC,N,N
41,70,32,3,260,m,M,m,m,10,980.6,1003.6,1003.4,0,NC,NC,N,N
38,75,31,7,250,m,M,m,m,10,980.9,1004.1,1003.7,0,33,NC,N,N
41,70,32,5,260,m,M,m,m,10,980.6,1003.6,1003.4,0,38,NC,N,N
37,78,31,0,0,m,M,m,m,10,980.9,1004.2,1003.7,0,NC,NC,N,N
36,81,31,7,220,m,M,m,m,9,980.9,1004.3,1003.7,0,30,NC,N,N
36,81,31,3,200,m,M,m,m,9,981.2,1004.4,1004.1,0,NC,NC,N,N
35,81,30,5,220,m,10000,m,m,8,981.6,1004.8,1004.4,0,31,NC,N,N
34,85,30,0,0,m,7000,8500,11000,6,981.9,1005,1004.7,0,NC,NC,N,N
35,81,30,3,330,m,10000,m,m,8,981.6,1004.9,1004.4,0,NC,NC,Y,N
35,81,30,5,330,m,8000,20000,m,6,981.9,1005.3,1004.7,0,31,NC,Y,N
41,64,30,9,350,m,9000,m,m,10,982.2,1005.5,1005.1,0,35,NC,Y,N
41,64,30,5,220,m,7000,9000,m,10,982.9,1006,1005.8,0,38,NC,Y,N
41,64,30,7,270,m,7000,m,m,10,983.2,1006.6,1006.1,0,36,NC,Y,N
41,64,30,3,280,m,6500,m,m,10,983.6,1006.7,1006.4,0,NC,NC,Y,N
41,64,30,7,310,m,6500,m,m,10,983.6,1006.9,1006.4,0,36,NC,Y,N
43,64,32,0,0,m,5000,6000,m,10,983.6,1006.8,1006.4,0,NC,NC,Y,N
44,62,32,3,320,m,9000,10000,m,10,982.6,1006,1005.4,0,NC,NC,Y,N
44,57,30,5,290,m,7000,8000,m,10,983.6,1007,1006.4,0,41,NC,Y,N
42,59,29,3,300,m,7000,m,m,10,983.6,1006.9,1006.4,0,NC,NC,Y,N
38,69,29,8,300,m,4900,6000,m,10,984.9,1008.4,1007.8,0,32,NC,N,N
38,69,29,5,320,m,5000,8000,m,10,984.6,1008,1007.5,0,34,NC,N,N
38,69,29,5,330,m,4800,m,m,10,984.9,1008.3,1007.8,0,34,NC,N,N
39,64,28,6,350,m,6000,m,m,10,985.2,1008.6,1008.1,0,35,NC,N,N
39,61,27,10,30,20,4300,m,m,10,985.9,1009.2,1008.8,0,32,NC,N,N
37,66,27,11,30,m,4100,m,m,10,985.6,1009.1,1008.5,0,29,NC,N,N
37,59,24,10,20,m,6000,m,m,10,985.6,1009,1008.5,0,30,NC,N,N
36,61,24,11,20,m,6000,7500,m,10,984.9,1008.4,1007.8,0,28,NC,N,N
34,56,20,14,20,24,4600,m,m,10,984.6,1008,1007.5,0,25,NC,N,N
33,47,15,14,20,21,5000,m,m,10,984.2,1007.7,1007.1,0,23,NC,N,N
31,49,14,16,30,25,6500,m,m,10,983.9,1007.1,1006.8,0,20,NC,N,N
31,51,15,11,10,24,6500,m,m,10,984.9,1008.2,1007.8,0,22,NC,N,N
30,55,16,8,10,m,7500,m,m,10,985.2,1008.7,1008.1,0,22,NC,N,N
30,55,16,15,360,22,8500,10000,m,10,985.2,1008.6,1008.1,0,19,NC,Y,N
29,60,17,16,10,26,6000,12000,14000,10,985.6,1009.1,1008.5,0,17,NC,Y,N
28,60,16,11,360,24,8000,12000,15000,10,986.6,1010,1009.5,0,18,NC,Y,N
26,62,15,20,350,28,7500,12000,16000,10,987.2,1010.9,1010.2,0,12,NC,Y,N
25,59,13,20,350,31,7500,16000,23000,10,987.9,1011.4,1010.8,0,11,NC,Y,N
28,48,11,14,10,25,7500,16000,22000,10,987.9,1011.6,1010.8,0,17,NC,Y,N
28,46,10,21,350,m,7500,m,m,10,988.2,1011.7,1011.2,0,14,NC,Y,N
27,48,10,17,350,m,M,m,m,10,988.2,1011.9,1011.2,0,14,NC,Y,N
25,48,8,20,330,m,M,m,m,10,988.9,1012.6,1011.9,0,11,NC,Y,N
24,47,7,15,330,24,3000,m,m,10,990.2,1013.9,1013.2,0,11,NC,Y,N
22,45,4,17,340,m,M,m,m,10,991.2,1015,1014.2,0,8,NC,Y,N
20,47,3,17,340,m,M,m,m,10,992.5,1016.4,1015.6,0,5,NC,N,N
18,46,1,13,350,m,M,m,m,10,993.9,1017.7,1016.9,0,5,NC,N,N
16,53,2,14,340,m,M,m,m,10,994.9,1018.8,1017.9,0,2,NC,N,N
14,58,2,13,350,m,M,m,m,10,995.5,1019.7,1018.6,0,0,NC,N,N
14,58,2,10,360,m,M,m,m,10,995.9,1019.9,1019,0,1,NC,N,N
13,55,0,11,360,m,M,m,m,10,995.9,1020.1,1019,0,0,NC,N,N
12,55,-1,8,360,m,M,m,m,10,995.9,1020.1,1019,0,0,NC,N,N
11,58,-1,7,30,m,M,m,m,10,995.5,1019.7,1018.6,0,0,NC,N,N
10,60,-1,3,20,m,M,m,m,10,995.9,1020.2,1019,0,NC,NC,N,N
9,63,-1,0,0,m,M,m,m,10,996.2,1020.3,1019.3,0,NC,NC,N,N
8,66,-1,0,0,m,M,m,m,10,995.5,1019.9,1018.6,0,NC,NC,N,N
5,75,-1,0,0,m,M,m,m,10,996.2,1020.5,1019.3,0,NC,NC,N,N
4,75,-2,0,0,m,M,m,m,10,996.9,1021.2,1020,0,NC,NC,N,N
4,75,-2,6,130,m,M,m,m,10,996.5,1021,1019.6,0,-7,NC,Y,N
7,72,0,7,130,m,22000,m,m,10,996.9,1021.3,1020,0,-5,NC,Y,Y
13,60,2,7,150,m,22000,m,m,10,996.9,1021.1,1020,0,3,NC,Y,Y
18,61,7,9,180,m,11000,m,m,10,996.9,1021.1,1020,0,7,NC,Y,Y
21,67,12,13,200,m,11000,m,m,10,996.2,1020.5,1019.3,0,8,NC,Y,N
22,71,14,14,190,m,10000,m,m,10,995.2,1019.4,1018.3,0,9,NC,Y,N
23,71,15,15,180,m,11000,m,m,10,994.9,1018.9,1017.9,0,10,NC,Y,N
26,71,18,22,200,29,1600,8000,10000,10,993.5,1017.6,1016.6,0,12,NC,Y,N
26,65,16,16,190,28,2000,6000,7500,10,992.2,1016.4,1015.2,0,14,NC,Y,N
26,68,17,16,190,24,5500,m,m,10,991.9,1015.9,1014.9,0,14,NC,Y,N
27,65,17,18,190,28,4300,5000,6000,10,991.2,1015.4,1014.2,0,14,NC,Y,N
28,65,18,21,190,31,6500,m,m,10,990.6,1014.9,1013.5,0,14,NC,N,N
28,71,20,15,180,M,1900,m,m,10,990.2,1014.6,1013.2,0,16,NC,N,N
27,73,19,11,180,m,1900,m,m,10,990.2,M,1013.2,m,17,NC,N,N
28,74,21,10,180,m,M,m,m,10,989.6,1013.6,1012.5,0,19,NC,N,N
29,74,22,13,180,m,1800,m,m,10,988.9,1012.9,1011.9,0,19,NC,N,N
30,74,23,11,180,22,M,m,m,10,987.9,1011.7,1010.8,0,21,NC,N,N
31,75,24,13,180,m,M,m,m,10,986.9,1010.6,1009.8,0,21,NC,N,N
32,78,26,16,180,m,M,m,m,10,985.6,1009.3,1008.5,0,21,NC,N,N
33,77,27,18,190,28,M,m,m,8,984.9,1008.5,1007.8,0,22,NC,N,N
34,78,28,21,200,30,M,m,m,9,983.6,1007.2,1006.4,0,22,NC,N,N
35,78,29,21,200,31,M,m,m,10,982.6,1006,1005.4,0,24,NC,N,N
36,75,29,22,190,M,M,m,m,10,981.2,1004.7,1004.1,0,25,NC,N,N
37,72,29,23,190,M,21000,m,m,10,979.9,1003.5,1002.7,0,26,NC,N,N
38,69,29,23,190,32,12000,20000,m,10,979.3,1002.7,1002,0,27,NC,Y,N
38,72,30,23,180,M,13000,m,m,10,978.6,1002.1,1001.4,0,27,NC,Y,N
39,69,30,22,190,33,12000,14000,m,10,978.3,1001.5,1001,0,29,NC,Y,N
40,64,29,20,200,30,15000,22000,m,10,978.3,1001.5,1001,0,30,NC,Y,N
40,64,29,23,200,29,15000,22000,m,10,977.9,1001.2,1000.7,0,30,NC,Y,N
41,61,29,22,200,32,15000,22000,m,10,977.3,1000.6,1000,0,31,NC,Y,N
41,64,30,23,210,32,18000,22000,m,10,977.3,1000.3,1000,0,31,NC,Y,N
40,67,30,17,220,m,18000,22000,m,10,976.9,999.9,999.7,0,31,NC,Y,N
40,67,30,15,210,m,9000,m,m,10,976.9,1000,999.7,0,32,NC,Y,N
41,64,30,16,230,m,8000,10000,m,10,977.6,1000.8,1000.3,0,33,NC,Y,N
41,67,31,14,230,m,8000,m,m,10,978.3,1001.5,1001,0,33,NC,Y,N
39,69,30,15,280,22,5000,m,m,10,979.6,1002.8,1002.4,0,31,NC,N,N
39,66,29,20,290,26,4300,5500,m,10,980.9,1004.3,1003.7,0,29,NC,N,N
38,69,29,14,270,m,3300,m,m,10,982.2,1005.5,1005.1,0,30,NC,N,N
38,72,30,15,270,22,3600,m,m,10,983.2,1006.5,1006.1,0,29,NC,N,N
38,72,30,14,250,m,4300,m,m,10,983.6,1006.9,1006.4,0,30,NC,N,N
37,75,30,17,250,23,5500,m,m,10,983.9,1007.2,1006.8,0,27,NC,N,N
37,75,30,15,250,24,5500,m,m,10,983.9,1007.4,1006.8,0,28,NC,N,N
36,78,30,15,260,m,6000,m,m,10,984.2,1007.8,1007.1,0,27,NC,N,N
37,72,29,18,280,24,3500,5500,m,10,985.2,1008.6,1008.1,0,27,NC,N,N
37,69,28,16,300,24,2100,2600,m,10,985.9,1009.3,1008.8,0,28,NC,N,N
35,78,29,14,330,23,1300,3100,m,10,986.9,1010.4,1009.8,0,26,NC,N,N
34,72,26,10,350,m,2100,m,m,10,988.6,1012.1,1011.5,0,26,NC,N,N
34,69,25,18,340,24,2400,3500,4700,10,989.9,M,1012.9,m,23,NC,N,N
31,63,20,17,330,22,4500,m,m,10,991.6,1015,1014.6,0,20,NC,Y,N
30,63,19,10,350,m,3100,4900,m,10,992.5,1016.3,1015.6,0,21,NC,Y,N
30,63,19,11,340,m,3000,m,m,10,993.9,1017.5,1016.9,0,21,NC,Y,N
31,58,18,14,330,m,3000,m,m,10,994.9,1018.7,1017.9,0,21,NC,Y,N
31,56,17,10,360,20,3400,m,m,10,995.9,1019.6,1019,0,22,NC,Y,N
32,51,16,17,350,m,4100,m,m,10,996.5,1020.2,1019.6,0,21,NC,Y,N
32,51,16,16,340,m,4100,18000,m,10,997.2,1020.9,1020.3,0,21,NC,Y,N
33,47,15,13,330,m,4200,18000,25000,10,997.5,1021.2,1020.7,0,24,NC,Y,N
33,44,14,11,320,21,11000,14000,25000,10,997.9,1021.5,1021,0,24,NC,Y,N
33,47,15,14,350,18,11000,14000,25000,10,998.2,1021.9,1021.3,0,23,NC,Y,N
31,51,15,14,340,m,4500,11000,16000,10,998.9,1022.7,1022,0,21,NC,Y,N
31,49,14,15,10,m,4500,11000,16000,10,999.5,1023.6,1022.7,0,20,NC,N,N
29,53,14,11,10,m,5000,11000,16000,10,1000.2,1024.4,1023.4,0,19,NC,N,N
28,50,12,13,30,m,11000,14000,m,10,1001.2,1025.1,1024.4,0,17,NC,N,N
27,46,9,11,20,m,11000,m,m,10,1001.9,1026.1,1025.1,0,17,NC,N,N
25,36,2,11,10,22,10000,13000,m,10,1003.2,1027.3,1026.4,0,14,NC,N,N
23,39,2,15,30,m,12000,m,m,10,1004.2,1028.3,1027.4,0,10,NC,N,N
21,46,4,9,20,m,M,m,m,10,1004.8,1029,1028.1,0,11,NC,N,N
18,46,1,15,10,m,M,m,m,10,1005.2,1029.5,1028.4,0,4,NC,N,N
16,51,1,15,20,21,M,m,m,10,1005.5,1029.8,1028.8,0,1,NC,N,N
13,53,-1,13,20,m,M,m,m,10,1006.5,1030.9,1029.8,0,-2,NC,N,N
11,50,-4,11,30,m,M,m,m,10,1006.8,1031.1,1030.1,0,-3,NC,N,N
10,55,-3,13,40,m,M,m,m,10,1007.2,1031.4,1030.5,0,-5,NC,N,N
9,57,-3,10,20,m,M,m,m,10,1007.2,1031.7,1030.5,0,-5,NC,N,N
8,60,-3,11,30,m,M,m,m,10,1007.2,1031.7,1030.5,0,-7,NC,Y,N
9,57,-3,14,50,m,25000,m,m,10,1007.2,1031.8,1030.5,0,-7,NC,Y,N
11,50,-4,16,50,m,25000,m,m,10,1007.2,1031.7,1030.5,0,-6,NC,Y,N
13,50,-2,16,80,22,25000,m,m,10,1007.2,1031.6,1030.5,0,-3,NC,Y,N
16,46,-1,13,70,m,25000,m,m,10,1006.8,1031.2,1030.1,0,2,NC,Y,N
19,42,0,15,70,m,25000,m,m,10,1006.8,1031.2,1030.1,0,5,NC,Y,N
20,39,-1,13,100,m,25000,m,m,10,1006.5,1031.1,1029.8,0,7,NC,Y,Y
22,37,0,9,90,m,19000,25000,m,10,1005.5,1029.8,1028.8,0,12,NC,Y,Y
23,34,-1,7,30,m,18000,25000,m,10,1004.5,1029,1027.8,0,15,NC,Y,Y
24,32,-1,13,80,21,19000,25000,m,10,1003.5,1028,1026.8,0,12,NC,Y,Y
24,32,-1,10,70,18,19000,25000,m,10,1002.9,1027.1,1026.1,0,14,NC,Y,Y
23,37,1,8,60,m,25000,m,m,10,1001.9,1026.5,1025.1,0,14,NC,N,N
21,39,0,9,80,m,25000,m,m,10,1001.9,1026.2,1025.1,0,11,NC,N,N
19,46,2,6,110,m,25000,m,m,10,1001.5,1025.9,1024.7,0,11,NC,N,N
17,50,2,7,110,m,M,m,m,10,1000.9,1025.5,1024,0,7,NC,N,N
16,55,3,8,110,m,M,m,m,10,1000.5,1025,1023.7,0,5,NC,N,N
15,55,2,5,100,m,M,m,m,10,1000.2,1024.7,1023.4,0,7,NC,N,N
13,60,2,5,110,m,M,m,m,10,1000.2,1024.5,1023.4,0,5,NC,N,N
13,58,1,5,80,m,M,m,m,10,999.2,1023.4,1022.4,0,5,NC,N,N
12,60,1,6,90,m,M,m,m,10,998.2,1022.3,1021.3,0,2,NC,N,N
11,63,1,5,90,m,M,m,m,10,997.5,1021.7,1020.7,0,2,NC,N,N
10,66,1,7,100,m,M,m,m,10,996.5,1020.7,1019.6,0,-1,NC,N,N
9,69,1,7,110,m,M,m,m,10,995.9,1020,1019,0,-2,NC,N,N
9,63,-1,7,100,m,M,m,m,10,995.5,1019.7,1018.6,0,-2,NC,N,N
8,62,-2,8,100,m,22000,m,m,10,995.2,1019.4,1018.3,0,-4,NC,Y,N
10,55,-3,9,100,m,22000,m,m,10,994.5,1019,1017.6,0,-3,NC,Y,N
14,46,-3,15,110,m,22000,m,m,10,994.2,1018.6,1017.3,0,-1,NC,Y,N
17,42,-2,11,100,m,22000,m,m,10,993.9,1018.2,1016.9,0,5,NC,Y,N
20,40,0,13,100,m,22000,m,m,10,993.5,1017.5,1016.6,0,7,NC,Y,N
23,37,1,14,100,m,22000,m,m,10,992.5,1016.6,1015.6,0,11,NC,Y,N
26,36,3,10,110,m,22000,m,m,10,991.6,1015.5,1014.6,0,16,NC,Y,N
29,37,6,13,120,m,22000,m,m,10,990.2,1014,1013.2,0,19,NC,Y,N
31,37,8,14,130,m,10000,21000,m,10,989.2,1013.1,1012.2,0,21,NC,Y,N
30,39,8,11,120,m,8000,m,m,10,988.6,1012.4,1011.5,0,21,NC,Y,N
31,39,9,13,110,m,8000,m,m,10,988.2,1012,1011.2,0,21,NC,Y,N
31,41,10,9,110,m,14000,m,m,10,988.9,1012.7,1011.9,0,23,NC,N,N
30,46,12,9,80,m,9500,m,m,10,988.6,1012.6,1011.5,0,22,NC,N,N
30,44,11,13,110,m,10000,m,m,10,988.9,1012.9,1011.9,0,20,NC,N,N
30,48,13,9,110,m,9000,11000,m,10,988.9,1012.8,1011.9,0,22,NC,N,N
